Estado,ID,Ano,PIB,L,despjud,despeduc,despleg,despadm,despics,desptec,despass,despsaude,educ,pop,pib,H,ptf,minmax,K,KL,Índice,GW,exportação,importação,IMPORT,despgov,despjudp,despeducp,desplegp,despadmp,despicsp,desptecp,despassp,despsaudep,val,vak,popdens,agua,energiapc,cambio,imp,exp,trade
Acre,1,2003,"7.726,4",176,"140,5","574,2","118,7","335,1","10,6","15,9","12,6","413,9","5,6","638,0","43,90005926","1,758634921","5,944419017","0,9897094121","11185,06103","63,5514831",100,"209,6","5,33706","0,817738","0,0003056988055","2732,497742","0,05141247679","0,2101225569","0,04344366313","0,1226168966","0,003873220871","0,005832383138","0,004625086737","0,1514870999","0,7502626341","0,09512068003","3,887077646","0,57","0,6292093674","2,8884","15,4155641","2,361954439","0,002300876805"
Acre,1,2004,"8.045,6",290,"135,6","617,2","121,6","330,3","11,3","14,0","42,2","441,7","5,2","656,3","27,74340605","1,680774082","4,613599698","0,1007394626","11801,40337","40,69449437","77,61228954",231,"7,663456","0,592582","0,0001954457081","2868,37414","0,04725790107","0,2151855119","0,04239379913","0,1151471073","0,003951219802","0,004895595789","0,01471421555","0,1539942923","0,7471351128","0,1214285982","3,998902287","0,45","0,6596495475","2,6536","20,33574684","1,572475595","0,002723010811"
Acre,1,2005,"8.651,7",285,"146,4","730,5","134,5","522,8","23,5","22,0","32,4","484,0","5,4","675,0","30,35693574","1,710930955","4,848523417","0,2576654428","12491,57555","43,83008963","81,56429423",255,"11,339833","0,501317","0,0001355835304","3360,212327","0,04355645546","0,2174038522","0,04004074616","0,1555863313","0,006984808564","0,006557328376","0,009641686517","0,1440343518","0,7591404608","0,106341066","4,112701056","0,50","0,6829235997","2,3399","26,53407524","1,173031648","0,003202494472"
Acre,1,2006,"9.092,8",315,"155,3","780,7","144,8","424,5","25,5","40,7","242,9","610,4","5,7","693,7","28,86594983","1,766451984","4,601720087","0,09280403744","13222,75451","41,97699844","77,41244476",284,"17,795969","2,022222","0,0004753106989","4173,621266","0,03721842218","0,1870589508","0,03470547361","0,1017067635","0,006098962039","0,009759461822","0,0581961268","0,1462452625","0,7809571402","0,1041572198","4,226822754","0,55","0,735112983","2,1372","38,03354495","4,321892858","0,004658142487"
Acre,1,2007,"10.191,8",314,"210,1","903,6","168,7","385,1","20,5","43,3","174,4","593,7","6,3","712,1","32,4578252","1,875951426","4,872054344","0,2733837955","13999,59582","44,58470007","81,9601433",310,"17,744754","1,646936","0,0002861037754","4114,216298","0,05105977796","0,2196391684","0,04099556443","0,09361155449","0,004985973819","0,0105273082","0,04239512571","0,1443109951","0,7751829189","0,1208149725","4,338568186","0,64","0,7921377129","1,7705","31,41708696","2,915900188","0,003368701467"
Acre,1,2008,"11.302,4",318,"195,5","1.057,8","177,8","511,3","22,6","23,9","218,5","759,5","6,5","730,5","35,54208212","1,917777029","5,147615613","0,4574551293","14999,3294","47,16770252","86,59577325",331,"21,951663","1,140621","0,0002357661202","4834,941131","0,04043595053","0,2187848367","0,0367825726","0,1057554495","0,004679049763","0,004933250833","0,04520136415","0,1570815213","0,7871166213","0,1001310291","4,451069149","0,62","0,8566746315","2,3362","51,2834751","2,66471878","0,004773170235"
Acre,1,2009,"12.521,4",334,"229,7","1.064,7","193,2","657,4","42,5","29,0","244,8","910,6","6,7","748,6","37,48917841","1,945087704","5,311342674","0,566822671","16296,40039","48,79161795","89,35007204",349,"15,693038","1,393381","0,0001936718804","5948,284019","0,03862449981","0,1789951547","0,03247811791","0,1105233869","0,007145521166","0,004877656609","0,04114678474","0,1530906031","0,7517465817","0,1436063663","4,561126823","0,65","0,8989107725","1,7404","27,31216334","2,425040292","0,002374913177"
Acre,1,2010,"13.314,3","338,5","224,7","1.105,6","185,2","550,5","49,1","30,5","360,3","934,8","6,6","765,3","39,33329381","1,930048995","5,443607065","0,6551735595","17716,99409","52,33971666","91,57509001",364,"20,734285","2,957314","0,0003699107992","6233,334269","0,03604945943","0,1773683389","0,02970982469","0,08832022822","0,007871941694","0,004891520454","0,05780747511","0,149969861","0,7249066135","0,1443074612","4,663117378","0,69","0,9366858154","1,6654","34,53087824","4,925110736","0,002963425027"
Acre,1,2011,"13.411,0",343,"220,4","1.040,7","182,9","348,0","46,0","28,4","360,1","965,8","6,5","778,5","39,09925238","1,915126559","5,270968234","0,5398530719","19395,14529","56,5456131","88,67087296",396,"16,976285","6,777864","0,0009476647155","5683,483244","0,03877709139","0,183110333","0,03217385416","0,06122255083","0,008100039465","0,005001056356","0,06335047683","0,1699244414","0,7525148151","0,1154479068","4,743386425","0,72","0,9758554689","1,8751","31,832232","12,70917279","0,003321248236"
Acre,1,2012,"14.354,0",326,"233,2","1.123,5","197,6","379,5","94,3","37,1","386,7","1.058,2","7,0","792,0","44,03058058","2,008041829","5,4760119","0,676819567","21003,10672","64,42670773","92,12022041",460,"9,413168","4,592775","0,0006536575265","6594,81793","0,03536106338","0,1703669388","0,02995781198","0,05755162953","0,01429457694","0,00562555514","0,05863764354","0,16045649","0,7551139968","0,1135974516","4,825922064","0,72","1,083287923","2,0429","19,23016091","9,382580048","0,001993367857"
Acre,1,2013,"15.338,9",324,"215,4","1.223,6","205,7","672,9","186,1","43,6","400,7","1.113,2","6,6","805,0","47,34241117","1,94107447","5,808196126","0,8987142975","22725,02996","70,13898135","97,70839016",471,"11,374026","2,132131","0,0003255407743","6893,545457","0,03124746719","0,1775018924","0,0298422486","0,09761289999","0,02700184564","0,0063185469","0,05812495748","0,1614858308","0,7540049061","0,1056003659","4,904942048","0,71","1,087122799","2,3420","26,63796889","4,993450802","0,002062164477"
Acre,1,2014,"16.908,9",338,"265,4","1.189,6","209,4","880,5","69,7","41,5","465,7","1.217,1","6,9","818,3","50,02618632","1,989983534","5,959824389",1,"24578,32649","72,71694228","100,2591569",441,"7,21696","9,70515","0,001524231089","7278,105635","0,03646081797","0,1634479195","0,02877365987","0,1209793124","0,009573932001","0,005699292372","0,06398550743","0,1672220509","0,750549991","0,113492461","4,985728999","0,73","1,122084392","2,6556","19,16535898","25,77299634","0,002657682381"
Acre,1,2015,"15.464,5",346,"231,1","1.126,5","192,8","273,4","35,5","33,2","465,1","1.007,5","7,3","831,7","44,69506845","2,08352919","5,075557561","0,4093212905","26473,80332","76,51388244","85,38357654",542,"15,982885","6,475595","0,001634842919","5939,314185","0,03891388333","0,1896606704","0,03245838569","0,04603273412","0,005975142701","0,005582525093","0,07831342056","0,1696368849","0,7662035952","0,1003599617","5,067326318","0,80","1,211849715","3,9042","62,40037962","25,282018","0,005669917128"
Acre,1,2016,"14.690,0",335,"265,4","1.142,2","201,1","285,4","25,0","28,8","482,2","954,2","7,8","844,1","43,85073438","2,181472265","4,69937769","0,1580380427","27654,22956","82,54993899","79,05528997",567,"12,629928","1,745965","0,0003872858064","5801,639045","0,0457389504","0,1968769846","0,03466550142","0,04918932779","0,004307357715","0,004959458631","0,08311545799","0,1644695576","0,7729642525","0,08604729819","5,143318086","0,88","1,241901732","3,2585","41,15462039","5,689226953","0,003188826416"
Acre,1,2017,"14.807,5",344,"245,8","1.246,8","190,0","328,5","21,1","28,1","563,0","992,4","8,2","856,5","43,04518945","2,270499838","4,510687625","0,03199554","28286,61033","82,22851841","75,881051",608,"21,656426","2,013287","0,0004496859775","6312,313576","0,0389366375","0,1975211318","0,03010318767","0,05204718942","0,003335581806","0,004456092649","0,08919182482","0,1572164545","0,790752087","0,07970725989","5,21838372","0,85","1,294904046","3,3074","71,62646335","6,658745424","0,005286845853"
Acre,1,2018,"15.331,1",367,"256,0","1.348,2","217,5","295,9","23,0","26,4","595,2","1.054,5","8,2","869,3","41,77417599","2,270499838","4,462789175",0,"28756,60779","78,35587953","75,07527923",526,"39,801419","2,76332","0,0006982955281","6589,320707","0,0388470802","0,2046040625","0,03300047882","0,04491234274","0,003485732296","0,004004512282","0,09033225904","0,1600352938","0,8073322505","0,08023708779","5,296422733","0,90","1,126044865","3,8742","154,1986575","10,70565434","0,01075617985"
Alagoas,2,2003,"28.881,2",1171,"278,0","1.013,2","230,2","1.096,3","9,4","15,6","539,9","568,1","4,3","2.998,9","24,66367106","1,538189627","4,585843673",0,"41175,44123","35,16263128",100,"2.618,9","360,908089","49,765213","0,004977010866","5422,135969","0,05126724142","0,1868623566","0,04245623399","0,2021836078","0,00172513426","0,002881144374","0,09957263599","0,1047766653","0,5663117094","0,2204595032","107,9579658","0,67","1,116475372","2,8884","1042,446924","143,7418412","0,0410713702"
Alagoas,2,2004,"29.862,4",1171,"48,2","990,1","265,6","1.357,3","25,5","17,8","522,5","707,2","4,2","3.031,2","25,50165347","1,519398414","4,672228721","0,0810533997","43517,10593","37,16234494","101,8837329",2.746,"457,657629","68,226624","0,006062672454","5629,563408","0,008569911324","0,1758693738","0,04717220916","0,2411067951","0,004533208448","0,003154930315","0,09281213209","0,1256202144","0,5804749773","0,2271528146","109,1212033","0,69","1,137400995","2,6536","1214,440284","181,0461694","0,04673049592"
Alagoas,2,2005,"31.151,1",1241,"37,8","782,6","266,6","1.443,4","9,4","21,9","510,2","1.083,8","4,2","3.062,0","25,1016135","1,526059791","4,587782779","0,001819425381","46095,80839","37,14408412","100,0422846",2.953,"583,779056","97,404846","0,007316517936","6277,386415","0,006027602382","0,1246707763","0,04247701557","0,2299383413","0,001503670964","0,003485436989","0,08126947355","0,1726459452","0,5907775654","0,2222119468","110,2293262","0,71","1,206881192","2,3399","1365,984613","227,9175992","0,05116679962"
Alagoas,2,2006,"33.930,0",1287,"59,2","864,9","293,4","1.595,2","8,4","15,3","542,1","947,0","4,7","3.091,8","26,3636027","1,596308066","4,656836498","0,06661117878","48661,77037","37,81023338","101,5480865",2.907,"692,542362","116,234306","0,0073214346","6324,355595","0,009354393503","0,1367594934","0,0463988873","0,2522261972","0,00132493922","0,002413017065","0,08571991271","0,1497359032","0,6078942054","0,2166127283","111,3002262","0,69","1,180800301","2,1372","1480,101536","248,4159588","0,05094369885"
Alagoas,2,2007,"37.104,6",1303,"53,9","954,2","290,3","1.685,9","6,8","12,7","581,0","964,7","4,8","3.119,3","28,47626025","1,618652627","4,896717667","0,2916869842","51601,06365","39,60173726","106,7789924",3.005,"663,661517","239,259499","0,01141662539","6701,339399","0,008048482137","0,1423875604","0,04331260934","0,2515771768","0,001017217006","0,001891458561","0,08669289978","0,1439608987","0,6194291804","0,2245465125","112,2908122","0,76","1,212906906","1,7705","1175,012716","423,608943","0,0430842288"
Alagoas,2,2008,"39.252,3",1261,"53,4","1.067,7","286,4","1.748,6","28,4","17,5","652,5","1.237,3","5,0","3.146,5","31,12787977","1,64437312","5,093899083","0,4766984477","55202,9825","43,7771471","111,0787773",3.099,"876,554213","219,991793","0,01309338301","7615,368891","0,00701440224","0,1402085713","0,03761097068","0,2296182507","0,003732259695","0,00229928935","0,08567792457","0,1624793541","0,6118948361","0,2105514166","113,2725784","0,76","1,249578585","2,3362","2047,805952","513,9448268","0,06526378391"
Alagoas,2,2009,"40.875,3",1260,"44,0","1.046,1","287,9","1.697,6","38,2","20,7","722,5","1.520,3","5,0","3.172,2","32,44072247","1,654586385","5,130427854","0,5109726789","59522,16339","47,23981221","111,8753324",2.928,"823,950944","113,718375","0,004841931679","8536,213415","0,005158364309","0,122544886","0,03373129977","0,1988674265","0,004479208963","0,002429091229","0,08464405674","0,17809872","0,6382693352","0,1815332852","114,1962062","0,77","1,198339854","1,7404","1434,004223","197,9154599","0,03992433747"
Alagoas,2,2010,"43.304,1","1239,5","442,6","1.155,8","292,9","1.627,0","37,5","29,2","754,0","1.171,7","5,1","3.195,7","34,93672448","1,673522726","5,302987162","0,6728817009","63782,73423","51,45843827","115,6382018",3.079,"970,594666","249,112891","0,009580453033","8414,035827","0,05260152029","0,1373685571","0,03481496789","0,1933722997","0,004459905649","0,0034665063","0,08961513287","0,1392543245","0,6604297286","0,1934363174","115,042904","0,80","1,271647619","1,6654","1616,428357","414,8726087","0,04690785337"
Alagoas,2,2011,"47.439,6",1219,"426,3","1.225,3","279,9","1.628,8","39,8","20,2","476,7","1.386,3","5,3","3.213,6","38,9168308","1,692675788","5,651623124",1,"68873,74755","56,50020308","123,2406407",2.863,"1371,1885","452,833914","0,01789872959","8680,734793","0,04910309257","0,141149057","0,03224817457","0,1876377768","0,004586221412","0,002322542046","0,05491036496","0,1597012951","0,6414210934","0,2281900197","115,6867832","0,83","1,235118267","1,8751","2571,115556","849,1088721","0,07209637562"
Alagoas,2,2012,"49.060,4",1237,"498,4","1.456,8","304,5","1.590,4","23,8","73,8","454,9","1.591,9","5,5","3.230,9","39,66080015","1,740129927","5,520660634","0,8771204594","74545,80983","60,26338709","120,3848414",3.351,"1014,101751","429,911107","0,01790171351","9269,714966","0,05377160101","0,1571581286","0,03285028581","0,1715673913","0,002570338514","0,007956999135","0,04907320925","0,1717317141","0,6762475905","0,1998731798","116,3085229","0,83","1,40485242","2,0429","2071,708467","878,2654005","0,0601294176"
Alagoas,2,2013,"49.841,2",1247,"509,8","1.374,0","300,0","1.674,0","31,5","87,7","381,0","1.755,2","5,7","3.247,5","39,96889054","1,763924701","5,374851223","0,740310342","80266,71796","64,36785722","117,2052867",3.560,"741,919441","497,111923","0,02335890733","9482,164976","0,05376480013","0,1449021858","0,03163893667","0,1765369895","0,003325134389","0,009250047666","0,04018018669","0,1851036457","0,6919051378","0,1757721054","116,9079071","0,87","1,450064603","2,3420","1737,575331","1164,236124","0,05822113184"
Alagoas,2,2014,"51.479,0",1255,"531,2","1.451,6","314,6","1.640,4","37,6","85,2","609,9","1.891,8","5,7","3.263,5","41,01911002","1,760216671","5,388839048","0,7534348451","85905,72024","68,4507731","117,5103085",3.312,"629,144686","584,268415","0,03014012924","10245,15139","0,05184658444","0,1416893363","0,03071002706","0,1601103305","0,003667828132","0,008314780731","0,05953132742","0,184657014","0,7030743405","0,1595411648","117,483784","0,87","1,490070837","2,6556","1670,756628","1551,583203","0,06259525031"
Alagoas,2,2015,"52.635,7",1265,"606,1","1.197,7","330,9","1.437,8","19,0","66,1","817,3","1.480,9","6,3","3.279,2","41,60923317","1,873331609","5,161897816","0,5405003287","91016,32716","71,94966574","112,5615739",3.585,"672,24817","621,970062","0,04613402008","9113,987475","0,06650370935","0,1314151212","0,03631152179","0,1577537774","0,002088243221","0,007254373075","0,08967545676","0,1624827279","0,7043784774","0,1521544573","118,0488972","0,89","1,469793459","3,9042","2624,591305","2428,295516","0,09599736957"
Alagoas,2,2016,"52.834,3",1293,"530,3","813,8","262,5","1.617,7","24,2","65,0","1.793,6","1.203,3","6,9","3.293,6","40,86179234","1,993715533","4,842907722","0,2411981661","94979,91624","73,45701179","105,6055999",3.574,"420,859938","579,748057","0,03575535463","10704,05223","0,04954562497","0,07602630575","0,02452239431","0,1511342735","0,00226136728","0,006068914576","0,167563096","0,1124135333","0,6957827527","0,1238086259","118,5675356","0,91","1,452979982","3,2585","1371,372108","1889,109044","0,06171145082"
Alagoas,2,2017,"54.830,6",1231,"521,7","755,6","259,4","535,6","26,1","62,1","1.927,6","1.147,1","7,1","3.307,5","44,54154878","2,033991259","5,060798195","0,4456405328","97521,45352","79,22132698","110,3569715",3.566,"665,014889","602,523167","0,03634436666","10852,44649","0,04807434758","0,06962834902","0,02390532171","0,04935720576","0,002406221917","0,005723520749","0,1776161089","0,1056977025","0,6686129384","0,1259641327","119,0680305","0,91","1,469230466","3,3074","2199,470244","1992,785123","0,07645825155"
Alagoas,2,2018,"54.413,0",1176,"576,1","810,8","249,5","451,0","23,0","53,8","2.017,2","1.333,4","7,3","3.322,4","46,2695975","2,075080608","5,055606984","0,4407697209","99692,1369","84,77222526","110,2437707",3.273,"502,094809","591,719335","0,04213031963","10398,45549","0,05540531732","0,07796941632","0,02399599652","0,04337340748","0,002215131759","0,005174869889","0,193993821","0,12822668","0,6845633863","0,1200508358","119,6025085","0,92","1,417087961","3,8742","1945,215709","2292,439048","0,0778793877"
Amapá,3,2003,"7.808,7",173,"220,9","576,0","149,2","247,5","8,9","6,3","60,6","338,9","6,7","556,2","45,1368873","1,945640859","5,589214525","0,8172878683","11814,19553","68,29014755",100,"246,1","19,563125","4,981913","0,001842789657","2253,166511","0,09802638838","0,2556555435","0,06623405388","0,1098262125","0,003932571549","0,002775594792","0,02691374549","0,1504318344","0,8367467129","0,121178496","3,894285232","0,87","0,906447783","2,8884","56,50613025","14,38975751","0,009079111209"
Amapá,3,2004,"8.132,2",208,"232,5","652,0","152,6","311,1","10,4","5,5","59,8","409,4","6,7","576,2","39,09713274","1,955424975","5,09522054","0,5413346757","12406,7035","59,64761298","91,16165639",259,"46,873576","28,29438","0,009232671779","2670,34224","0,08708074627","0,244168733","0,05715529638","0,1165155962","0,003901859918","0,002060072889","0,0223989417","0,1533207626","0,8419533417","0,1006777349","4,034243273","0,87","0,9160284984","2,6536","124,3837213","75,08196677","0,02452787678"
Amapá,3,2005,"8.663,5",235,"244,6","617,4","208,8","293,3","9,5","6,8","126,2","373,5","7,3","595,5","36,86575717","2,072273817","4,770838028","0,3601292509","13075,80295","55,64171467","85,35793369",298,"76,511159","16,583141","0,004478917576","2695,763418","0,09071699157","0,2290289283","0,07746146625","0,1088111591","0,003507021966","0,002504705929","0,04680107317","0,138542636","0,845896461","0,09467266653","4,169454363","0,90","0,9484036819","2,3399","179,0284609","38,80289163","0,0251437105"
Amapá,3,2006,"10.300,2",237,"277,1","786,9","251,4","313,6","14,2","9,4","146,0","456,7","7,4","615,1","43,46055813","2,105278752","5,474983131","0,7534763261","13774,16306","58,11883147","97,95621739",325,"127,980007","10,814395","0,002243901291","3319,857327","0,08345696977","0,2370323342","0,07572243738","0,09446722438","0,004280730969","0,002821689258","0,04397434382","0,1375591227","0,8594433319","0,08034669873","4,306415803","0,80","0,9758918493","2,1372","273,518871","23,11252499","0,02879873889"
Amapá,3,2007,"11.226,9",253,"141,5","800,1","275,2","362,6","13,9","17,3","143,9","663,4","7,5","634,5","44,37496801","2,114819608","5,57171784","0,8075139314","14725,9348","58,2052759","99,68695629",342,"127,958946","52,904982","0,008343224464","3507,082304","0,04033358555","0,2281425592","0,07847533903","0,1033902065","0,00396305031","0,004925599765","0,04103574551","0,1891607512","0,8536791584","0,08811525833","4,442698108","0,88","1,018686105","1,7705","226,5513139","93,66827063","0,02852261341"
Amapá,3,2008,"12.254,8",273,"219,2","1.010,2","269,8","384,8","8,5","10,3","155,9","589,9","7,8","654,2","44,88928323","2,188663051","5,524389996","0,7810758163","15868,65577","58,12694423","98,84018534",361,"192,440032","44,456856","0,008475073001","3967,199096","0,05524646002","0,2546432371","0,06799894364","0,09699308059","0,002140149414","0,002590886808","0,0392942362","0,1486862279","0,8474882646","0,1031805477","4,580394696","0,94","1,088519259","2,3362","449,5784028","103,860107","0,04516105276"
Amapá,3,2009,"12.661,4",263,"361,2","993,0","230,4","497,7","20,8","7,2","195,0","568,7","7,7","674,3","48,14220357","2,160173562","5,68344011","0,8699238349","17298,54085","65,77391957","101,6858466",364,"182,676846","40,155471","0,005519656931","4030,212254","0,08962389287","0,2463805828","0,05716176705","0,1234801534","0,005165349856","0,001778150782","0,04839049484","0,141111176","0,8735568249","0,07174563059","4,721346936","0,94","1,130301352","1,7404","317,9307828","69,88658173","0,03062989706"
Amapá,3,2010,"13.147,4",263,"337,4","1.048,7","294,5","552,9","11,4","6,2","155,1","575,4","7,7","694,3","49,99027725","2,167412821","5,710772911","0,885192389","18686,15418","71,05001591","102,1748742",389,"350,543514","49,147796","0,006225601432","3930,796917","0,08583227104","0,2667815131","0,07492880889","0,1406496231","0,002911639062","0,001582239933","0,03945299389","0,1463839166","0,8695887312","0,07670690438","4,860800876","0,89","1,198967441","1,6654","583,7951682","81,85073946","0,05062930578"
Amapá,3,2011,"14.100,1",263,"371,7","1.073,5","202,6","417,6","8,9","7,5","187,9","628,9","7,8","711,5","53,61240149","2,17467634","5,916294249",1,"20272,27753","77,08090317","105,8519801",405,"602,731189","67,691925","0,009002026534","4430,674949","0,08388628336","0,2422967205","0,04572562679","0,09425356075","0,002001168259","0,001685650413","0,0424173568","0,1419520797","0,8546655496","0,09167579493","4,981168992","0,84","1,205700933","1,8751","1130,181252","126,9291286","0,08915637517"
Amapá,3,2012,"15.759,8",326,"400,5","1.135,6","262,3","974,8","11,2","7,6","187,9","766,7","8,1","728,0","48,34308657","2,254155198","5,509337748","0,7726673826","21969,96294","67,39252434","98,57087653",434,"447,211058","120,776016","0,01565582047","5381,966599","0,07441569933","0,2110066691","0,04873800369","0,1811217398","0,002086883291","0,001403414434","0,03491986","0,1424522164","0,8255701771","0,1193039524","5,097126225","0,89","1,262429824","2,0429","913,6074704","246,7333231","0,07362640328"
Amapá,3,2013,"17.062,9",337,"425,0","1.213,6","234,5","994,3","16,0","6,5","187,9","819,6","8,2","744,8","50,63170984","2,273326515","5,622545097","0,8359068759","23925,51477","70,9955928","100,5963373",461,"416,147027","89,882716","0,01233702893","5990,922843","0,07093317289","0,2025788543","0,03913634779","0,1659635368","0,002676042993","0,00108640503","0,031370379","0,1368062058","0,8215683977","0,1317706981","5,214707782","0,91","1,307348611","2,3420","974,6163372","210,5053209","0,06945610743"
Amapá,3,2014,"16.835,5",332,"441,6","1.187,4","223,9","1.090,0","9,3","6,1","187,9","810,7","8,7","762,2","50,70922417","2,387159722","5,25256856","0,6292318762","26067,7746","78,51739338","93,97686448",439,"425,346691","101,28713","0,01597687641","5651,533332","0,07814618771","0,210105315","0,03961848244","0,1928726367","0,001645389329","0,00108392403","0,03325425316","0,143444663","0,8492601736","0,1045240635","5,336161116","0,91","1,351184959","2,6556","1129,550673","268,9781024","0,08307041052"
Amapá,3,2015,"15.735,2",334,"425,4","1.031,0","210,3","465,8","4,2","3,7","187,9","693,3","9,2","779,4","47,11145887","2,49690541","4,636519318","0,2850966025","27859,89848","83,41286971","82,95475683",490,"250,1521","47,365753","0,01175231662","4661,137047","0,09127092351","0,2211901302","0,04510985927","0,09994329149","0,0008925511731","0,0008006656834","0,04032010178","0,1487404748","0,8292651847","0,1285996093","5,457005327","0,93","1,377005239","3,9042","976,6438288","184,9253729","0,07381966478"
Amapá,3,2016,"15.317,9",361,"295,9","1.010,2","202,6","487,2","4,7","4,0","187,9","766,6","9,6","796,4","42,43182265","2,611696473","4,126157378",0,"29006,00346","80,34904006","73,82356429",493,"264,084842","49,539682","0,01053833623","4369,551424","0,06772605701","0,2311906425","0,04636858536","0,1115060642","0,001068334791","0,0009214696832","0,04301071253","0,1754463126","0,8410163718","0,1178951752","5,576050178","0,96","1,42452144","3,2585","860,5204577","161,4250538","0,06671582355"
Amapá,3,2017,"16.061,8",363,"304,1","943,3","214,2","455,2","4,0","3,5","187,9","708,1","9,9","813,1","44,24737126","2,691234472","4,197959953","0,04011010358","29655,29695","81,69503291","75,10822737",494,"282,027956","93,791853","0,01931335568","4382,694819","0,06938553532","0,2152363034","0,04888228606","0,103855273","0,000901927421","0,0007877564895","0,04288172641","0,1615659016","0,8542105071","0,1067567487","5,692728555","0,98","1,345199205","3,3074","932,7792617","310,2071746","0,0773877625"
Amapá,3,2018,"16.795,2",367,"294,7","1.082,2","225,7","502,3","6,4","3,3","187,9","757,6","9,7","829,5","45,7635059","2,637944459","4,379980342","0,1417896967","30226,32932","82,36057036","78,36486366",509,"284,96212","165,938051","0,03827742105","4661,309648","0,06322010921","0,232156681","0,04842927384","0,1077526543","0,001378384292","0,0007009941083","0,04031860879","0,1625372921","0,846994152","0,1166228471","5,807621574","0,97","1,270266198","3,8742","1104,000245","642,8771972","0,1040104762"
Amazonas,4,2003,"59.167,2",888,"322,2","1.423,3","312,5","659,3","18,9","17,8","187,9","1.751,1","7,1","3.075,8","66,62971914","2,028203117","6,863216279","0,9150877593","90281,03756","101,6678351",100,"2.336,3","1299,255292","3415,175247","0,1667206451","8558,043155","0,03765425159","0,1663094094","0,03651939611","0,07704021644","0,002213318218","0,002076767657","0,02196033798","0,2046195008","0,4731846688","0,4433307144","1,972752431","0,81","1,093508955","2,8884","3752,768985","9864,392183","0,2301471649"
Amazonas,4,2004,"66.105,4",1283,"356,0","1.670,8","317,7","692,8","11,1","41,6","187,9","1.961,6","6,7","3.141,0","51,52406719","1,94932968","6,177087333","0,6446466183","94725,01975","73,83088055","90,00280746",2.558,"1155,165324","4281,042749","0,1718494825","9569,120059","0,03719781991","0,1746058975","0,03319562525","0,07240251206","0,001165000762","0,004352349319","0,01964000023","0,2049929922","0,4823063095","0,4469967954","2,014540981","0,74","1,123102052","2,6536","3065,346704","11360,17504","0,2182200924"
Amazonas,4,2005,"68.361,3",1367,"417,5","1.742,7","361,1","785,1","9,6","67,5","187,9","2.268,1","6,9","3.207,8","50,00825434","1,992521949","5,926391907","0,5458337675","100529,1849","73,54000355","86,35006775",2.748,"2143,714373","5179,643062","0,1772910944","10578,56854","0,03946478497","0,1647395519","0,03413961371","0,07422066772","0,00090773923","0,006384720753","0,01776587442","0,214402852","0,501360377","0,4358475718","2,057358932","0,80","1,158492988","2,3399","5016,077261","12119,8468","0,2506670902"
Amazonas,4,2006,"77.889,0",1373,"373,0","1.872,4","383,2","831,0","14,2","59,8","187,9","2.362,7","7,2","3.276,5","56,72909227","2,05561148","6,466413346","0,7586859073","106197,6524","77,34716124","94,21841136",2.925,"1516,730366","6190,254677","0,1698545992","11211,78796","0,0332656325","0,1669995762","0,03417749907","0,07412064165","0,001268406128","0,005333407997","0,01676249327","0,21073113","0,4913093238","0,4459295561","2,101459626","0,82","1,185265543","2,1372","3241,556138","13229,8123","0,211472213"
Amazonas,4,2007,"81.187,5",1331,"425,7","1.992,9","344,3","920,6","22,3","73,2","187,9","2.476,3","7,0","3.345,5","60,99736123","2,006102868","6,790772388","0,886533639","113273,4012","85,10398291","98,94446149",3.065,"1098,007317","6899,584207","0,1504630106","11772,93613","0,03616021578","0,1692778854","0,02924334795","0,07819326369","0,001891706155","0,006220328634","0,0159635216","0,2103385199","0,5162188996","0,4257552277","2,145716814","0,75","1,24340992","1,7705","1944,021955","12215,71384","0,1744078574"
Amazonas,4,2008,"84.835,5",1407,"445,0","2.256,6","412,3","937,7","39,0","86,8","187,9","2.781,9","7,1","3.415,1","60,29530314","2,042589547","6,609791071","0,8151989518","121132,817","86,09297584","96,30748621",3.233,"1258,109343","10117,44653","0,2786142704","13724,61339","0,03242067625","0,1644195968","0,03003842535","0,06832485663","0,002838492174","0,00632708409","0,01369346551","0,2026946612","0,5272063885","0,4168091173","2,190354977","0,82","1,303753501","2,3362","2939,195047","23636,37857","0,313260089"
Amazonas,4,2009,"85.460,9",1509,"492,2","2.178,9","424,8","826,2","40,7","71,3","187,9","3.222,2","7,2","3.485,2","56,63414319","2,058377721","6,171381115","0,6423974841","130359,1588","86,38777919","89,91966542",3.164,"871,653767","7086,233042","0,1443101676","14683,52108","0,0335235997","0,1483939293","0,02892734465","0,05626837147","0,0027699756","0,004853979478","0,01279921343","0,2194443565","0,5432019357","0,396444226","2,235290736","0,84","1,285376274","1,7404","1517,026216","12332,87999","0,1620612774"
Amazonas,4,2010,"97.159,3","1532,5","485,7","2.553,5","449,0","807,1","46,0","76,5","187,9","3.276,1","7,2","3.553,1","63,39922216","2,061982202","6,769769734","0,8782553386","138914,6971","90,64580562","98,63844384",3.498,"1103,867924","11130,80987","0,1907923301","15114,60625","0,03213681845","0,1689445562","0,02970594409","0,05339762683","0,003044698873","0,005058678763","0,01243416581","0,2167481833","0,5078300536","0,4266375066","2,278887312","0,83","1,389327322","1,6654","1838,381641","18537,25076","0,2097136427"
